,sentiment,negative_reason,text
608,Negative,Others,b 2 2 n nthe curiou thing two liber candid brochur receiv total number time mention n nliber parti 10 incl 4 logo andrew scheer 6 nconserv parti 6 ndoug ford 2 njustin trudeau 0 n n elxn43 cdnpoli
609,Negative,Others,b 33 reason xe2 x80 x99t vote conserv elxn43
610,Negative,Scandal,b buffalo websit publish xe2 x80 x98fals xe2 x80 x99 viral stori justin trudeau xe2 x80 x94 xe2 x80 x99 noth canada star cdnpoli elxn43 chooseforward scheerli kinsellag
611,Negative,Women Reproductive right and Racism,b complet list anti choic bill motion attempt open crimin undermin abort right n elxn43 cdnpoli abort n
612,Negative,Others,b conserv minor govern elect tomorrow might bad forc form coalit stopscheer 1 2 n n elxn43 cdnpoli cdnelxn2019
613,Negative,Others,b disappoint elxn43 believ canada need strong presenc parliament strong ndp presenc xe2 x80 x99t look like xe2 x80 x99 go happen canadavotes2019
614,Negative,Others,b friend mine post littl nugget fb one exampl scheerandpresentdang regress conserv pose countri n cdnpoli cdnelxn2019 elxn43 sexism
615,Negative,Others,b lot bust sign kanatacarleton xe2 x80 x94 regular wear tear either activ vandal xe2 x80 x99 ok hater xe2 x80 x99re go stop us chooseforward elxn43 lpc
616,Negative,Scandal,b remind kinsellout sleazoid tweet month ago nhey warren almost age mother spin kinsellag defundcpc elxn43
617,Negative,Scandal,b absolut mayb jwr scandal bear deeper examin well scheerdisast cheatersneverwin elxn43 votingliber
618,Negative,Scandal,b accord articl kinsella payrol n n cdnpoli cdnelxn2019 elxn43 n n
619,Negative,Others,b care consider abl confirm intend vote bloc qu xc3 xa9b xc3 xa9coi monday n ni make comment parti may may support elxn43
620,Negative,Women Reproductive right and Racism,b lie andrewsch obvious abort xe2 x80 x99t settl harper enabl bb woodworth xe2 x80 x99 m312 2012 scheer tri dous debat abort sex marriag xe2 x80 x94 muddi water even cbc news scheerli cdnpoli elxn43
621,Negative,Privilege,b canadian concern power non canadian peopl usa attempt influenc outcom elect elxn43 cdnpoli
622,Negative,Tell lies,b direct dirti trick campaign write posit andrew scheer item sun go investig cdnpoli elxn43
623,Negative,Scandal,b allegedli scheer hire warren kinsella toronto sun editori favourit seek destroy compet polit parti true absolut uneth irredeem foolish consid bernier hardli competitor n n elxn43 cdnpoli
624,Negative,Scandal,b allegedli scheer hire warren kinsella toronto sun editori favourit seek destroy compet polit parti true absolut uneth irredeem foolish consid bernier hardli competitor n n elxn43 cdnpoli
625,Negative,Climate Problem,b alli rougeot someth tell n n everyth love stake stop climat crisi truli noth els matter n n fridaysforfutur elxn43 cdnpoli climatejustic climateact n n
626,Negative,Scandal,b one undo democraci five peopl made imposs support cdnpoli elxn43
627,Negative,Scandal,b american perspect chameleon scandal miss mark norman snc lavelin defer kick two strong femal mp aga khan island vacat n qcpoli polqc polcan caq plc montreal polmtl eletion2019 elxn43 mtl election2019 cdnelxn2019 n n
628,Negative,Scandal,b man may soon next pm shame amp disgust andrewsch amp cpc shown lack moral author amp complet lack ethic standard sort cdnpoli elxn43 canadavotes2019 canadaelection2019 canada
629,Negative,Scandal,b yet talk cdnpoli elxn43
630,Negative,Tell lies,b credibl flew window elxn43 cdnpoli neversch
631,Negative,Others,b andrew scheer xf0 x9f x98 x82 ff disgrac elxn43 canpoli
632,Negative,Scandal,b andrew scheer hamish marshal hire polit mercenari take man beat 12 13 ballot conserv leadership elxn43 n cdnpoli
633,Negative,Economy,b andrew scheer pitch voter unapologet right wing agenda servic cut tax break wealthi xc2 xa0h wait friday thanksgiv long weekend inform peopl plan cut 53 billion feder budget n n cdnpoli elxn43
634,Negative,Tell lies,b andrew scheer suffer insecur hydrat everi time lie ask question uncomfort answer hide someth grab water glass major tell amp late realli realli thirsti n cdnpoli elxn43 neversch
635,Negative,Tell lies,b andrew scheer like conserv cannot win without cheat cdnpoli cdnmedia elxn43 itsourvot chooseforward chooseforwardwithtrudeau choisirdavanc
636,Negative,Scandal,b andrew scheer parti commit crime interfer elect differ donald trump pure corrupt kinsellag kinsella chooseforward elxn43 cdnpoli cdnelxn2019 chooseforward
637,Negative,Scandal,b angri gretathunberg interf canadian polit day feder elect n nsign petit abpoli ableg
638,Negative,Tell lies,b anoth scheerli elxn43 cdnpoli
639,Negative,Others,b anoth beauti autumn day go let polit snipe ruin elxn43 twomoresleep
640,Negative,Others,b ndp voter hold help avk fire lisa raitt milton help cdnpoli elxn43
641,Negative,Others,b anyon els abl read tweet without feel nauseou n n triggerchang cdnpoli elxn43 cpc19 cpc cpc2019
642,Negative,Tell lies,b anyon els scare monday night sheer unsip mask like scoobi doo realli harper mask elxn43
643,Negative,Tell lies,b anyway n ndon xe2 x80 x99t believ troll amp dirti filthi mouth n nget amp vote n n elxn43 chooseforward
644,Negative,Others,b elect day grow close liber hack partisan remind us need progress govt great interview show corpor align liber xe2 x80 x99t deserv vote cdnpoli elxn43
645,Negative,Others,b much like polici realli hope individu candid incumb get sent common elxn43 shitshow tori fall leader approv stagnat parti number collaps qc unifi messag cdnpoli
646,Negative,Others,b point path finish first scheer n n bloc quebecoi need beat poll realli effici vote n poll need wrong ontario averag 10 point like 3 4pt n anyth west ontario creat blue wave elxn43
647,Negative,Scandal,b point seem democrat sky fall cannot expect polit parti advertis vote anoth parti n cdnpoli elxn43
648,Negative,Others,b baa baa black sheep nhave wool cover xf0 x9f x91 x81 nye sir ye sir three bag full none andi none hamish nand one guy kinsella nwho live lane n n cdnpoli elxn43 dirtypolit
649,Negative,Tell lies,b bernier seek elect canada investig conserv financ smear campaign cdnpoli elx43 elxn43 chooseforward
650,Negative,Others,b bernier one care win noth anyway elxn43
651,Negative,Scandal,b biggest threat democraci coalit allow snclavalinscand stand obscen attack democrat institut polit oper led pm mean noth tabl elxn43 decisionday publicinquiri vote amp
652,Negative,Scandal,b break dark clown whatev kinsella call emerg elxn43 yet realli bad hire andrew honestli good warren one time 90 xe2 x80 x99 kinda someth xe2 x80 x99 2019 xe2 x80 x99 big 0 xe2 x80 x99re still talk cdnpoli
653,Negative,Others,b favourit answer question like trudeau xe2 x80 x9che xe2 x80 x99 doofu xe2 x80 x9d also ad detail talk like dipper govern like tori elxn43
654,Negative,Tell lies,b postmedia news author afraid name n n cdnpoli elxn43
655,Negative,Tell lies,b xe2 x80 x99t put toothpast back tube said sorri xe2 x80 x99t make go away insult larg number canadian elxn43 shit show parti
656,Negative,Tell lies,b canada deserv better n ni hope everi conserv canada wake fact cpc pack wolv sheep cloth noth conserv n nvote n n cdnpoli elxn43
657,Negative,Economy,b canada danger trajectori go path radic left wing polit everyon want reli govern everyth idea money come xf0 x9f xa4 x94 n n cdnpoli cdnelxn2019 canadavotes2019 elxn43 canada
658,Negative,Women Reproductive right and Racism,b canadian lgbtq kid still 4x like attempt suicid straight peer yet mani xe2 x80 x99 candid oppos inclus program proven lower suicid among straight gay kid alik chooseforward vote lpc cdnpoli elxn43
659,Negative,Economy,b canadian pleas inform vote futur economi futur children futur planet stake vote strateg elxn43 cdnpoli
660,Negative,Scandal,b care canada xe2 x80 x99t want trumpster ruin live countri elxn43 canadadeservesbett canadavotes2019 cdnpoli
661,Negative,Others,b care vote xc2 xa0canada xe2 x80 x99 feder elect xc2 xa0on monday especi xe2 x80 x99re xc2 xa0young femal vulner think strateg n elxn43
662,Negative,Scandal,b coffin meet nail nif kinsella stori go final messag cpc final 48 hour thing elxn43
663,Negative,Others,b conrad black trudeau fail voter toss trudeaumustgo trudeaublackfac trudeauworstpm trudeaumustresign cdnpoli polcan elxn43 votetrudeauout2019 votecpc scheer4pm
664,Negative,Others,b conrad black trudeau fail voter toss cdnpoli elxn43
665,Negative,Tell lies,b con smear amp stalk everybuddi xe2 x80 x99ve deem xe2 x80 x98radic xe2 x80 x99 obstacl power demonstr mo xe2 x80 x99re realli bad guy eyebal lie corrupt amp organis crime n n cross xf0 x9f x92 x9c n n cdnvote2019 elxn43 n canadavot elxn2019 n chooseforward
666,Negative,Scandal,b conserv claim want object news report howev realli want told want hear n elxn43 cdnpoli n defundcbc boycottpostmedia
667,Negative,Scandal,b convers repres keep call hous ask need ride vote monday right give ride poll definit convinc conserv xf0 x9f xa5 xb4 elxn43
668,Negative,Scandal,b cool xe2 x80 x99ve reach xe2 x80 x9cye want vote xe2 x80 x99t answer question xe2 x80 x9d portion elxn43
669,Negative,Others,b xe2 x80 x99t find anyon will elxn43
670,Negative,Scandal,b cpcer xe2 x80 x99t like say report account truth prevail xe2 x80 x99t anyth n cndpoli elxn43 ppc2019
671,Negative,Scandal,b despic proof moral intellectu corrupt appear even ok never comment countless request varieti topic involv cpc shame whitehors yukon ytpoli elxn43
672,Negative,Scandal,b conserv oppon saintjohn rothesay know mudsling campaign paid leader n ndoe approv ni type polit want saintawesom n n elxn43 ppc2019 adam4sj n nbpoli newbrunswick ysj n
673,Negative,Tell lies,b disappoint colleagu cdnmedia n nhow agre collect fail cut partisan bull hit lie n nin effect ad address n n coward n n cdnpoli elxn43 itsourvot
674,Negative,Others,b disgust around cdnpoli elxn43
675,Negative,Others,b want trumpian penc pm name scheer canada want pm scheer shamelessli spew fakenew everi day like trump want pm align xf0 x9f x87 xba xf0 x9f x87 xb8 republican valu ottawa elxn43 elxn2019
676,Negative,Scandal,b realli think voter see anyth pathet transpar sock puppet account dark money cdnpoli elxn43
677,Negative,Tell lies,b dodgin andi scheer dodg question twenti three time elxn43 cdnpoli scheerhypocrisi scheerli
678,Negative,Scandal,b appli 600 million dollar appropri canadian media fact cbc paid govern doubl standard liber media elxn43 cdnpoli itsourvot
679,Negative,Tell lies,b drink andi sure water suffic wash away lie lip xf0 x9f xa4 xa6 xe2 x80 x8d xe2 x99 x80 xef xb8 x8f n n elxn43 n cndpoli n cdnelxn2019
680,Negative,Others,b elect day feel like seri final show stop care ago elxn43
681,Negative,Scandal,b elizabeth may hire toxic kinsella mainli contract push scheer brilliant strategist lol remind bcliber donat full front page page ad green enjoy 2 seat n kinsellag thereisnogreenwav bcpoli elxn43 victoria
682,Negative,Scandal,b establish definit nthe exist power structur societi domin group societi custom n ndo get rig elect n 1 n pollster n partisan msm n defam agenc like daisi n corpor n union cartel n cndpoli elxn43
683,Negative,Others,b even left usa shake head xf0 x9f xa4 xa6 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f elxn43
684,Negative,Scandal,b event last day demonstr conserv xe2 x80 x99t prepar accept level democrat play field cours signal 2006 elect cheat scheme cdnpoli elxn43
685,Negative,Healthcare and Marijuana,b everi provinc forc sell trudeau weed lose money n neveri weed compani lose money n ntrudeau xe2 x80 x99t even get sell pot right n nthe verdict year one legal cannabi canada dud n n elxn43 cdnpoli
686,Negative,Tell lies,b everyon hoard door rush anoth door someon said could get insid turn fals n nmilton xe2 x9d xa4 justin trudeau n chooseforward elxn43
687,Negative,Scandal,b everyon upset may may involv cpc bash ppc need chill kinsella also consult green parti war room b4 elxn43 call polit consult peopl expect plant daisi
688,Negative,Scandal,b excus pay xe2 x80 x9ccontact xe2 x80 x9d tax money owe us ye nanswer xf0 x9f xa4 xac question ye xe2 x80 x99m yell xf0 x9f x98 xa1 n nmoral bankrupt ppl cpc xf0 x9f xa4 xad shame sorri amp amp es n nmore convinc ever ppc2019alltheway xf0 x9f x99 x8f xf0 x9f x91 x8f xf0 x9f x91 x8d n n elxn43 n cdnpoli
689,Negative,Others,b final three day left elect someon drop green parti flyer elxn43
690,Negative,Scandal,b follow yesterday xe2 x80 x99 scoop scheer xe2 x80 x99t say conserv hire kinsella firm xe2 x80 x98seek destroy xe2 x80 x99 bernier xe2 x80 x99 peopl xe2 x80 x99 parti via cdnpoli elxn43
691,Negative,Others,b cpc voter look mirror today vote sheer advanc poll must sicken stomach turn experi sad way live n powerhungrylibcon elxn43 canpoli ppcmajor
692,Negative,Tell lies,b undecid worth watch said would 2015 prime minist move sharpli opposit direct commit deserv elect cdnpoli elxn43
693,Negative,Others,b found worst polit post elect elxn43
694,Negative,Scandal,b full inquiri need kinsella connect lot american style dirti oper republicon n nthe whole snclavalin affair rabid visiou person attack trudeau back stab jwr n n cdnpoli n elxn43
695,Negative,Tell lies,b funni cpc lie sinc scheer took leader read social media feed confirm take final day elxn media start call mani mind misinform gap amp elxn43
696,Negative,Others,b go vote prevent piss jar pleas elxn43
697,Negative,Scandal,b good plan obfusc everyth nobodi suspect thing room gave rule circumst connect dirti work brilliant wasthatmyinnervoic elxn43 cdnpoli
698,Negative,Others,b good point rob nnote privat militari contractor pmc mercenari yankeedoodleandi want relabel secur consult xf0 x9f x98 x8b satir cluckcluck n scheerdisast n cdnpoli elxn43
699,Negative,Climate Problem,b good question cpc19 voter stay smear monger parti cast lot may truer conserv parti max amp ppc scheer blown chanc pm time shake conserv environ cdnpoli elxn43 cpc ppc2019
700,Negative,Privilege,b grant leav democraci one million vote end mean noth miilion canadian repres n nyou want canada support polici give us proportionalrepresent n n cdnpoli elxn43
701,Negative,Scandal,b great great politician learn xe2 x80 x99t good old day nall secret come xe2 x80 x99 age comput hacker internet research ni xe2 x80 x99d suggest stay squeaki clean want join polit day n cdnpoli elxn43
702,Negative,Tell lies,b green ndp support chanc candid aw human mock oppon call kayak boy also cheat liar give back 30k campaign fund fishi vote elxn43
703,Negative,Scandal,b ran 1 pro ndp articl fold sinc writ drop even sent singl report either ndp press event xe2 x80 x99d put littl stock editor chief xe2 x80 x98 gripe ppl sm n nyour soap box far reach hamont twitter user n elxn43
704,Negative,Women Reproductive right and Racism,b hand colleg scholarship lap danc feminist elxn43
705,Negative,Others,b hard comment absurd n n leader conserv parti threat virtual everyth other parti stand n nnow end n n daisygroup elxn43 tlmep pcc cdnpoli polcan electionscanada
706,Negative,Scandal,b anyon ask relationship crazi warren kinsella yet n n teamjodi vangran elxn43 cdnpoli scheergrift
707,Negative,Others,b tea watch max bernier call conserv moral intellectu corrupt vote lost cpc leadership elxn43 control bonker
708,Negative,Others,b lose hous common lose n nsee ndiefenbak john pearson lester b trudeau p e clark j martin paul e harper stephen j n nthe westminst parliamentari system full exampl look bc current legislatur n cdnpoli elxn43
709,Negative,Tell lies,b ask seven time xe2 x80 x99t answer suspect silenc tell us answer stopscheer chooseforward elxn43 elxn2019
710,Negative,Others,b heh mccauley import minist govern even close spell surnam correctli cdnpoli elxn43
711,Negative,Others,b xe2 x80 x99 attract selfish scenario lib get minor ndp agre support budget caveat elector reform brought tire held hostag elector system distort andrew sheer viabl pm option elxn43 cdnpoli
712,Negative,Tell lies,b hey get ahead ncanadian xe2 x80 x99t want get ahead lie cheat made pawn polit game manufactur scandal still ask canadian vote xe2 x80 x99re trudeau 2 0 corrupt ppc elxn43 cdnpoli
713,Negative,Tell lies,b hey con xe2 x80 x99 advic xe2 x80 x99t even need pay secretli like warren kinsella start look new leader next week stop pick religi right homophob lie hypocrit look toward someon like rona ambros elxn43 cdnpoli scheerdisast
714,Negative,Scandal,b danc around question kinda impli hire kinsella cdnpoli elxn43 scheerli
715,Negative,Others,b holi shit scheer come across pathet n elxn43
716,Negative,Scandal,b 30 canadian support someon pay 350k year answer question get paid dime answer alway cdnpoli elxn43
717,Negative,Others,b anyon vote buffoon cannotansw simpl question look scare shitless amp lame drink water lie elxn43 scheerdisast scheerdesper
718,Negative,Economy,b trudeau coalit pay hike gst jack incom tax cut transfer provinc elxn43
719,Negative,Others,b still ban india still plan make drug legal still cdnpoli elxn43
720,Negative,Scandal,b anoth scheeramerican man xc5 x93uvr xe2 x80 x99t seem much devout guy xe2 x80 x99t say condon even mean hire scheerhypocrisi unfitforoffic elxn43 cdnpoli
721,Negative,Scandal,b agre 100 nkinsellout one creep nthe cpc truli sold us nthe cpc eras democraci n cdnpoli elxn43 nocpc n abc countryoverparti
722,Negative,Climate Problem,b earli vote last week andrew scheer nightmar countri climat polici anti choic comfort decept canadian public vote liber whatev good countri choos conserv cdnpoli elxn43
723,Negative,Others,b even follow andrewsch read ridicul sky fall tweet cross feed frequent sourc elxn43 cdnpoli
724,Negative,Others,b xe2 x80 x99t agre liter anyth xe2 x80 x99d love play poker n elxn43 cdnpoli
725,Negative,Tell lies,b xe2 x80 x99t think xe2 x80 x99ve ever seen actual answer question squirm lie move cdnpoli elxn43
726,Negative,Scandal,b feel dirti kinda agre maxim bernier talk andrew scheer progress conserv kinsella hire mud sling compani mean cpc conscious intend run dirti neg campaign start cdnpoli elxn43
727,Negative,Scandal,b hope principl cpc voter reach candid today ask disavow skullduggeri undertaken discredit bernier discredit entir parti kinsellag jeopard cpc candid toss ride elxn43
728,Negative,Others,b comment merger 200 000 0 3 6000 potenti violent crimin come canada us base pure trumpidioci much safe 3rd parti agreement 2nd come trudeaumania psychot 1st elxn43
729,Negative,Economy,b keep hear scheer plan help canadian get ahead xe2 x80 xa6 given canada experi cpc past think andi plan odd benefit averag canadian plan win big lotteri retir xe2 x80 xa6 cdnpoli elxn43
730,Negative,Others,b know noth canadian feder elxn43 coincid cannot ignor xf0 x9f xa4 x94 xf0 x9f xa4 xb7 xe2 x80 x8d xe2 x99 x80 xef xb8 x8f xf0 x9f x98 x82 cdnpoli cdnelxn2019
731,Negative,Others,b mean fuck die polit speak anyon casual dismiss entir group peopl realli breath take elxn43
732,Negative,Tell lies,b think lot see explain cpc strategi say noth lot elxn43 cdnpoli
733,Negative,Others,b think mean scheer nonsens xf0 x9f xa4 x94 n n scheernonsens scheerli scheerdisast anyonebutsch elxn43 vote cndpoli n n
734,Negative,Tell lies,b think said grifter meant rat fucker funfact said websit mani year may still hero lenin n maximeberni warrenkinsella andrewsch elxn43
735,Negative,Others,b never get imag word panti head n n elxn43 cdnpoli
736,Negative,Others,b take answer big fat bet ass scheer elxn43
737,Negative,Scandal,b fan kinsella amp end game help con unaccept paid search destroy white supremacist parti amp polit career leader hardli seem like worst blot could record ripmyment elxn43 cdnpoli
738,Negative,Scandal,b fan kinsella amp end game help con unaccept paid search destroy white supremacist parti polit career leader hardli seem like worst blot could record ripmyment elxn43 cdnpoli
739,Negative,Others,b xe2 x80 x99m first nation xe2 x80 x99t support trust jwr xe2 x80 x99 capitalist narcissist reconcili xe2 x80 x99t repertoir aho chooseforward indigen kinsellag vangran elxn43
740,Negative,Tell lies,b xe2 x80 x99m fan liber pm trudeau ms monsef bring import issu conserv amp scheer xe2 x80 x99 willing lie take page playbook right wing parti countri frighten amp despic n elxn43 elxn2019 cdnpolil
741,Negative,Others,b given opportun repeal c69 alon decid keep ballot could make tori pm canada fptp nottrustinjustin elxn43 singhupsw uprisingh simcoenorth bsom orillia
742,Negative,Scandal,b innoc would answer question simpl refus answer answer scheer moral amp polit corrupt n scheerhypocrisi n scheerli n voteppc2019 n cdnelxn2019 n elxn43
743,Negative,Scandal,b con think go go away mistaken appal canadian deserv better els hire smear oppon scheerfail raisethebar votingliber elxn43 neveracon
744,Negative,Others,b payrol accept appoint time would call conflict elxn43
745,Negative,Scandal,b lisa kinsella work cpc advis jwr yike elxn43
746,Negative,Climate Problem,b north america seriou climat chang need tax vehicl weight fuel effici like scandanavia money flow public transit xe2 x80 x99t stand peopl complain climat problem vehicl road f150 xe2 x80 x99 suv xe2 x80 x99 elxn43
747,Negative,Scandal,b vote trudeau regret day vote amp hope xe2 x80 x99ll love live dictat cultur marxist state psychopath leader cdnpoli elxn43 trudeaumustgo trudeauthehypocrit snclavalinscand trudeaucorrupt
748,Negative,Scandal,b true think vehement deni outrag claim say obviou admiss guilt case elxn43 cdnpoli
749,Negative,Others,b 3 week xe2 x80 x99d eventu get answer wonder team would time test market answer xe2 x80 x99t get anoth deerinheadlight moment scheer nof lot n elxn43 cdnpoli via
750,Negative,Others,b alberta oil saudi oil period elxn2019 elxn43 cdnpoli
751,Negative,Climate Problem,b care environ natur wildlif climatechang earth cannot vote conserv cdnpoli elxn43 onpoli
752,Negative,Women Reproductive right and Racism,b say anti racism activist creat fake anti racism organ anti racism activist n nwarren kinsella exploit racial divis amp use disinform campaign hire n nbad look round cdnpoli elxn43
753,Negative,Others,b xe2 x80 x99re wonder endors came xe2 x80 x99 answer call pal axe call pal jump help guy first prize last g 7 obama look alik competit trudeaublackfac elxn43
754,Negative,Others,b journalist n nnot comment consult opini n nand wast 1 second time kinsella n npleas take pair cisor cut press credenti half go join rnn n n polcan elxn43
755,Negative,Tell lies,b imagin map app navig bottom lake nso peopl said could trust trudeau 2015 still give vote advic 2019 elxn43
756,Negative,Tell lies,b imagin get respons car salesman press someth promis purchas xe2 x80 x99t true would buy anoth car n n cdnpoli elxn43 ygk
757,Negative,Women Reproductive right and Racism,b imagin think ppc go win elect lol n kinsella made us look like racist n bunch racist n cdnpoli elxn43
758,Negative,Tell lies,b imagin trudeau fimbl mumbl around accus scheerli scheerdesper xf0 x9f xa4 xa5 xf0 x9f xa4 xa5 xf0 x9f xa4 xa5 elxn43
759,Negative,Climate Problem,b imposs climat scienc told us 2005 end winter n cdnpoli elxn43
760,Negative,Others,b round block line outsid vogu n nguy stop ask everyon wait xe2 x80 x9cwho xe2 x80 x99 play xe2 x80 x9d n n xe2 x80 x9cjagmeet singh xe2 x80 x9d n n elxn43 cdnpoli uprisingh
761,Negative,Scandal,b light daisi group revel guess call plausibl deniabl elxn43 n
762,Negative,Others,b increas parol condit effect way reduc crime 9 15 feder parol reoffend involv violat parol condit may littl crime violat curfew n n cdnpoli elxn43 n n
763,Negative,Women Reproductive right and Racism,b interest feder parti stand sexual reproduct right read answer questionnair xf0 x9f x91 x87 nwe receiv respons conserv parti elxn43 election2019 srhr n n
764,Negative,Scandal,b interest paywal drop releas kinsella stori payback suck lol n cdnpoli elxn43
765,Negative,Others,b interest time announc n one day fail appeal truchon judgment clearli ignor concern disabl perspect n n cdnpoli elxn43
766,Negative,Climate Problem,b climat chang existenti threat watch vote inform voter cdnpoli elxn43 yqg
767,Negative,Others,b way take back 10 second pain lost elxn43 cdnpoli
768,Negative,Scandal,b legit come rememb happen last time cpc sent call tell peopl vote n cdnpoli elxn43
769,Negative,Tell lies,b kind represent want kingston fool ok fool twice way jt full n nwould vouch guy career depend xe2 x80 x99t think n n climateemerg elxn43 cdnpoli singhsurg ygk
770,Negative,Economy,b issu dear gerri xe2 x80 x99 heart poverti margin isol prevent mani peopl reach full potenti depriv other experienc qualiti life canadian deserv simcoenorth elxn43 cdnpoli
771,Negative,Others,b ask idiot run campaign scheer likeabl messag incoher ad hoc n nhuge shift 338canada certain lib minor almost zero chanc con minor elxn43
772,Negative,Tell lies,b unfortun andrew sheer resort mislead fals claim liber plan rather focus plan cut infrastructur impact critic servic chooseforward elxn43 cdnpoli
773,Negative,Scandal,b seem parti leader tight lip today one process one polici guess one lead stori break news news network right tell xe2 x80 x99 bia elxn43 xc2 xa0 cdnpoli
774,Negative,Scandal,b seem conserv still find way use veteran photo op even veteran choos particip fighting18th veteran elxn43
775,Negative,Others,b would appear green leader elizabeth may arriv west vancouv ndp leader jagmeet singh lower mainland today court undecid progress follow elxn43
776,Negative,Tell lies,b xe2 x80 x99 miracl andrew scheer xe2 x80 x99t lie camera xe2 x80 x99t tell truth n cdnelxn2019 cdnpoli elxn43
777,Negative,Others,b xe2 x80 x99 independ versu parti system vancouv granvil elxn43 cdnpoli
778,Negative,Scandal,b jagmeet singh say accept sikh extremist mastermind air india bomb nation took till 2018 cdnpoli elxn43
779,Negative,Scandal,b jagmeet scheer say may may hire warren kinsella n n canadian expect transpar leader hire peopl abl answer question canadian expect leader n elxn43
780,Negative,Others,b got two big elxn43 brochur local liber candid amp incumb mp n nhe xe2 x80 x99 photoshop front stock imag local landmark amp beauti mix race famili like xe2 x80 x99t pose real pic w n nbut xe2 x80 x99 curiou thing 1 2 cdnpoli
781,Negative,Scandal,b wonder mani firm liber hire dig dirt parti xe2 x80 x99t commonli done elect elxn43 elxn2019 cdnpoli
782,Negative,Others,b justin trudeau risk lose seat ndp candid papineau polqc polcan elxn43 n trudeaumustgo canadaelection2019
783,Negative,Others,b justin trudeau simpli audit next job strip club xe2 x80 x99 cheap anyth money trudeaucorrupt cdnpoli xc2 xa0 elxn43 xc2 xa0 polcan
784,Negative,Economy,b late liber comeback ontario 905 thank cpc announc billion cut n owngoal n elxn43 cdnpoli onpoli
785,Negative,Scandal,b let xe2 x80 x99 rememb green hire kinsella work green cpc seem uneth elxn43
786,Negative,Others,b liber catherin mckenna remov trace justin trudeau elect campaign throw trudeau bu look 1 elxn43 cdnpoli ottawacentr ottawasouth climatebarbi trudeaumustgo
787,Negative,Scandal,b liber launch chines ad debunk claim want legal drug elxn43
788,Negative,Tell lies,b lie lie lie wonder scheerdishonesti stop oh btw scheermajor scheerdelus elxn43 ncanadian pm canadian citizen americansch
789,Negative,Others,b littl adam scheer nsat corner neat oilass pie nhe put thumb nand pull kinsella nand said oh joy see xe2 x80 x9d n n cdnpoli xc2 xa0 elxn43 xc2 xa0 dirtypolit
790,Negative,Scandal,b lmao shock postmedia go conserv xe2 x80 x99 media left wing bia xf0 x9f xa7 x90 xf0 x9f x99 x84 cdnpoli elxn43 abpoli ableg
791,Negative,Scandal,b lol newspap becom third parti advertis pick fight canada post flyer xf0 x9f x98 x82 elect truli ridicul yegmedia cdnmedia elxn43
792,Negative,Others,b lol xe2 x80 x99 sad spectacl bad journal someon actual read post highlight elxn43
793,Negative,Others,b look like one buy liber campaign literatur n n elxn43
794,Negative,Tell lies,b lie andrew scheer lie n n elxn43 cdnpoli
795,Negative,Women Reproductive right and Racism,b madelin smart 21 year old centenni colleg journal student say reproduct right access abort discuss elxn43 n
796,Negative,Others,b malic spite neg idiot meme elxn43 cdnpoli
797,Negative,Others,b man oh man mani peopl fall weak meali mouth respons simpl question cdnelxn2019 cdnpoli elxn43
798,Negative,Women Reproductive right and Racism,b maxim bernier deliber set attract xenophob hater parti expos racist parti like shoot fish barrel cdnpoli elxn43 maxfact
799,Negative,Scandal,b maxim bernier seek elect canada investig conserv financ smear campaign n cdnpoli elxn43 nocpc n electioncommiss n electionfraud n via
800,Negative,Scandal,b mean andrew scheer conserv guilti charg n n cdnpoli elxn43
801,Negative,Others,b million foreign fund spent 2015 feder elect defeat harper govt n n3rd parti work amp may bypass elect spend limit n n n cdnpoli
802,Negative,Others,b million vote thrown away first past post system creat massiv ocean garbag patch n elxn43 cdnpoli n
803,Negative,Others,b mr evad elxn43 cdnpoli
804,Negative,Others,b elxn43 predict whatev outcom lose cdnpoli
805,Negative,Others,b brother given expir octob 2014 cranberri sauc antigonish foodbank last month go fix elxn43 novascotia centralnova
806,Negative,Others,b gawd train wreck gloriou n elxn43 n scheerli n scheerhypocrisi
807,Negative,Scandal,b local liber mp stephen fuhr long ago block twitter dare critic get desper start put sign neighbour ride n n cdnpoli elxn43 cpc
808,Negative,Climate Problem,b signatur jt amp pi creativ nerd help hundr calgarian understand water climat crisi critic think fake news antidot help calgarian take climateact everi day votejosephin votetsang elxn43 calgarynosehil yyc
809,Negative,Others,b nation post ntrudeau fail voter toss n ottawacentr ottawasouth elxn43 cdnpoli polqc poliqc
810,Negative,Scandal,b ndp candid think canada hous lord think xe2 x80 x99 ok plaster 9th line haphazard bunch sign liber sign also vandal erin mill xe2 x80 x99t mp xe2 x80 x99t even allow heckl hous common mississauga elxn43
811,Negative,Others,b neither liber conserv deserv govern canada xf0 x9f x87 xa8 xf0 x9f x87 xa6 n n cdnpoli elxn43
812,Negative,Economy,b never trust con financ n offici deficit never 15 billion n provinc record actual deficit 2018 19 7 4 billion n reduc cap amp trade auction revenu 1 7b cancel relat spend n n xf0 x9f x91 x89
813,Negative,Others,b nice tri daisi group trumpian nixonian xf0 x9f x91 x8d n daisi creat arm length organ cannot link client particip organ client cpc n cpckinsellag n cpccheatthencheatsomemor n cdnpoli n elxn43 n chooseforward
